uid,company_v,poverq,soverq,pq,satis,repur,recomm,Q19,VN_1009_Q20A,VN_1009_TP01,VN_1009_TP02,VN_1009_TP03,VN_1009_TP04,VN_1009_TP05,VN_1009_TP06,VN_1009_TP07,VN_1009_TP08,VN_1009_TP09,VN_1009_TP10,VN_1009_TP11,VN_1009_TP12,VN_1009_TP13,VN_1009_TP14,VN_1009_TP15,VN_1009_TP16,VN_1009_TP17,VN_1009_TP18,VN_1009_TP19,VN_1009_TP20,VN_1009_TP21,VN_1009_TP21_6specify,VN_1009_TP24_1,VN_1009_TP24_2,VN_1009_TP22,VN_1009_TP23,Q9C_P,Q9D,VN_1009_TP25A,age,race,work,pincome,income,educat,childsupp,marital,gender,house,DOI
1938,EBAY,8,7,7,7,7,6,0,8,9,9,9,8,6,6,8,7,6,6,6,7,8,6,6,7,8,7,6,2,2, ,1,1,8,7,2,120,3,42,1,1,4,5,8,2,2,2,4,02/12/2018
1941,AMAZON,8,7,7,8,8,6,0,8,8,7,8,8,7,6,8,8,6,7,6,6,6,6,6,6,7,6,6,3,1, ,1,2,7, ,1,120,3,33,1,1,3,4,7,1,2,2,4,02/12/2018
1946,ZALORA,8,7,7,7,9,6,0,8,7,8,6,7,7,7,6,6,7,8,8,6,6,8,9,8,6,8,8,1,1, ,2,1, ,7,1,160,3,27,1,1,2,4,8,99,1,1,4,2/22/2018
1947,AMAZON,8,7,6,7,8,7,0,7,9,9,8,7,8,6,7,8,6,8,8,7,6,6,7,7,8,8,6,3,1, ,1,1,9,8,1,280,3,48,1,1,4,4,8,2,2,1,4,2/22/2018
1952,CAROUSELL,7,8,6,7,7,6,0,8,9,7,6,6,6,7,8,6,9,7,6,6,8,7,97,7,7,8,9,1,6,Paylah,1,1,8,8,2,380,3,28,1,1,2,4,7,99,1,2,4,2/22/2018
1953,FAVE,8,7,7,8,8,7,1,8,8,6,7,9,9,8,7,6,6,8,8,7,7,97,97,8,7,7,6,1,1, ,1,1,9,8,3,80,1,36,1,1,3,4,8,3,2,2,4,2/22/2018
1962,CAROUSELL,8,9,7,7,7,6,0,8,8,7,9,10,8,7,7,6,9,9,8,7,7,6,6,8,8,9,7,1,5, ,1,1,7,7,2,400,1,27,1,1,2,2,8,99,1,2,3,03/07/2018
1966,ZALORA,8,6,8,7,8,5,0,8,9,9,8,8,7,7,6,7,6,8,9,7,7,7,8,9,9,8,9,1,1, ,2,2, , ,1,150,3,41,2,1,3,4,7,3,2,2,3,02/07/2018
1969,AMAZON,8,7,7,8,7,6,0,8,9,8,7,7,7,6,8,8,7,7,8,8,6,7,8,8,9,7,6,3,1, ,1,2,8, ,1,180,3,27,1,1,3,3,8,99,1,1,3,02/07/2018
1970,ZALORA,7,8,8,8,7,8,0,8,8,9,7,8,6,6,6,6,7,9,9,8,6,6,9,9,8,6,8,1,2, ,2,2, , ,1,160,3,42,1,1,3,5,8,3,2,2,3,02/07/2018
1979,QOO10,7,9,8,8,8,5,0,8,8,7,9,7,6,8,7,6,6,8,8,7,7,6,7,7,8,7,6,1,6,Fund Transfer,1,1,8,8,2,70,3,27,1,1,2,2,7,99,1,2,3,03/06/2018
1982,EBAY,7,9,8,8,7,5,0,8,8,8,9,8,6,6,6,7,6,8,7,6,6,6,7,6,8,7,6,3,2, ,1,1,8,9,2,110,3,33,1,1,3,3,8,3,2,1,3,03/06/2018
1988,CAROUSELL,8,9,6,7,6,6,0,8,8,9,7,9,7,7,8,7,9,7,8,7,9,8,7,7,9,7,7,1,5, ,1,1,8,8,5,300,3,44,1,1,5,5,8,4,2,1,3,2/27/2018
1990,LAZADA,7,8,6,7,6,7,0,7,9,7,8,8,7,8,6,6,8,9,7,8,8,7,9,7,7,8,7,2,1, ,1,1,7,7,3,115,3,31,1,1,3,3,8,99,1,1,3,2/27/2018
1994,SHOPEE,9,7,8,8,6,7,1,8,7,7,8,8,8,7,8,8,7,9,8,7,8,7,7,9,7,7,97,1,1, ,1,2,6, ,2,300,3,35,1,1,3,4,7,3,2,2,3,2/27/2018
1996,TAOBAO/TMALL,8,7,9,8,8,7,1,8,9,8,7,8,6,6,8,6,6,9,8,9,7,8,6,7,7,8,6,1,1, ,1,2,6, ,2,150,3,29,1,1,3,3,8,99,1,2,4,2/27/2018
2007,TAOBAO/TMALL,8,6,9,8,8,8,1,8,8,9,7,8,8,7,7,6,8,9,9,9,7,7,6,6,8,8,6,1,1, ,1,2,8, ,1,250,3,42,1,1,4,6,7,4,2,2,4,2/27/2018
2010,EBAY,8,7,8,7,6,5,0,7,8,8,6,6,8,7,7,6,6,7,8,6,9,7,7,8,7,6,6,2,2, ,1,2,7, ,1,80,3,33,1,1,3,3,7,3,2,1,3,03/01/2018
2012,TAOBAO/TMALL,7,7,7,7,8,6,0,7,8,7,6,6,7,8,7,6,7,9,8,8,7,7,6,8,6,7,3,1,1, ,1,1,7,6,1,150,3,31,1,1,3,3,7,99,1,1,3,03/01/2018
2014,FAVE,8,7,7,7,7,8,0,7,9,9,7,7,9,9,7,6,6,8,9,8,97,7,97,7,7,9,97,1,1, ,1,2,7, ,6,60,1,27,1,1,2,2,7,99,1,2,3,03/01/2018
2020,QOO10,9,8,8,8,8,7,1,7,9,8,8,7,8,6,6,8,9,9,7,7,6,8,7,9,9,8,8,1,1, ,1,1,6,10,2,80,3,46,1,1,5,5,8,3,2,1,3,03/05/2018
2024,TAOBAO/TMALL,8,6,8,7,7,6,0,8,8,9,7,9,8,9,7,7,6,6,8,9,9,7,8,6,7,7,6,1,6,Alipay,1,2,7, ,3,180,2,31,1,1,3,3,7,2,2,1,3,03/05/2018
2027,FAVE,7,6,7,7,7,7,0,8,8,9,7,7,6,9,7,7,6,7,9,7,6,8,97,7,7,8,97,1,1, ,1,1,8,6,5,30,3,49,1,1,4,4,8,4,2,1,4,2/27/2018
2032,QOO10,9,7,8,7,7,6,0,8,8,7,9,8,7,7,8,8,7,9,7,8,7,7,8,7,6,6,6,1,1, ,1,1,8,8,3,50,3,48,1,1,5,5,9,4,3,1,4,2/27/2018
2038,EZBUY,8,7,8,7,8,6,0,8,7,7,9,9,7,8,7,8,8,7,9,8,8,6,8,8,7,9,7,1,6,Bank Transfer,1,2,7, ,1,140,3,29,1,1,2,4,7,99,1,2,4,2/27/2018
2041,CAROUSELL,7,7,8,7,6,8,0,8,9,8,9,8,9,6,8,7,7,7,10,9,8,7,7,8,9,6,8,2,5, ,1,1,7,7,1,100,3,22,1,5, ,97,7,99,1,2,2,04/11/2018
2045,EBAY,8,9,8,8,7,7,1,8,9,9,8,8,8,7,7,6,9,8,7,7,6,8,8,9,7,9,7,2,2, ,1,1,7,9,4,100,2,29,4,1,2,5,7,99,1,1,2,04/11/2018
2047,QOO10,8,7,9,8,7,7,0,8,7,7,7,7,7,7,6,7,9,8,7,8,7,10,8,7,8,8,6,2,1, ,1,2,8, ,1,140,3,36,2,1,2,6,4,1,2,2,2,04/11/2018
2050,FAVE,9,8,9,9,9,8,0,9,8,10,9,7,7,8,9,7,8,8,8,9,7,97,8,9,8,10,9,1,1, ,2,2, , ,1,90,2,46,1,1,7,7,9,3,2,1,4,4/18/2018
2051,FAVE,8,8,6,8,7,9,0,8,9,7,9,7,8,7,8,9,8,8,9,10,10,9,8,9,8,8,8,1,1, ,1,1,8,8,3,250,3,34,2,1,5,6,8,99,1,2,4,4/18/2018
2053,QOO10,9,6,9,8,9,8,1,8,9,7,8,7,9,7,7,8,8,7,8,9,7,7,97,8,8,8,6,2,1, ,1,1,7,8,2,150,2,19,1,5, ,4,4,99,1,2,4,4/18/2018
2060,QOO10,7,8,7,8,8,7,0,8,9,7,8,8,8,7,7,6,7,6,7,8,6,7,97,9,10,9,8,1,1, ,1,1,6,10,1,30,2,53,1,1,4,6,7,2,2,2,3,04/02/2018
2062,FAVE,7,7,7,8,8,8,0,8,8,6,9,7,8,6,6,7,8,6,7,8,6,7,97,9,8,8,7,2,1, ,2,2, , ,1,30,1,42,1,1,2,5,7,4,2,2,3,04/02/2018
2063,AMAZON,8,8,8,8,8,7,1,8,9,9,9,9,8,7,9,9,8,9,7,9,7,8,8,7,8,6,97,3,1, ,2,2, , ,6,350,3,39,1,1,5,5,7,1,2,1,3,04/02/2018
2067,HONESTBEE,4,5,5,4,3,4,0,3,6,7,6,8,4,8,3,5,97,8,7,7,7,7,3,8,4,3,97,2,1, ,1,2,7, ,1,350,1,33,1,1,4,7,8,1,2,1,3,04/03/2018
2068,ZALORA,9,9,10,8,8,7,0,7,9,9,8,9,9,10,8,8,97,9,9,10,8,6,7,7,9,8,7,1,2, ,1,1,7,6,1,160,1,31,1,1,4,8,8,99,1,2,3,04/03/2018
2076,FAVE,8,8,8,9,9,8,0,9,8,10,8,8,8,10,8,9,9,8,9,8,8,9,97,9,9,10,8,1,1, ,1,2,9, ,1,300,1,27,3,1,2,97,7,99,1,1,4,04/05/2018
2077,FAVE,8,8,7,8,7,8,0,7,8,6,9,7,8,6,6,8,8,8,7,6,8,9,97,10,9,9,8,2,1, ,2,1, ,7,1,400,2,61,1,1,5,6,7,1,2,1,4,04/05/2018
2079,FAVE,7,7,7,7,7,9,0,8,8,7,9,7,7,6,7,8,9,9,9,8,8,97,97,7,8,7,8,2,2, ,1,2,8, ,3,100,3,35,3,1,5,8,8,99,1,1,4,04/05/2018
2084,ZALORA,2,5,4,4,3,4,0,4,6,7,3,5,7,5,7,7,97,5,4,6,6,7,7,6,7,7,5,1,2, ,1,2,7, ,1,150,1,28,1,1,2,6,8,99,1,1,2,04/10/2018
2092,CAROUSELL,9,9,7,7,7,6,0,7,7,8,6,8,6,8,8,7,97,9,10,9,8,7,7,8,6,7,97,1,6,Fund Transfer,1,1,8,7,1,140,2,29,1,1,2,7,6,99,1,2,3,04/11/2018
2094,QOO10,4,4,5,4,5,2,0,5,8,7,6,8,7,7,3,4,97,3,7,7,4,3,97,8,3,7,4,1,2, ,1,1,7,6,1,55,2,42,1,1,4,5,4,3,2,1,3,04/12/2018
2104,AMAZON,7,7,8,8,8,7,0,7,8,6,7,7,9,7,8,8,97,9,8,8,7,9,8,6,7,7,97,3,1, ,1,1,8,8,1,150,2,23,2,1,2,4,7,99,1,1,3,4/13/2018
2105,EBAY,7,7,7,6,7,5,0,7,6,7,7,6,7,7,6,8,6,8,7,8,8,6,8,8,8,8,7,1,1, ,1,1,8,8,1,50,2,43,1,1,3,5,6,3,2,1,2,4/13/2018
2113,CAROUSELL,7,9,6,8,8,8,1,8,8,7,8,6,6,8,7,9,6,7,8,8,7,7,6,8,10,7,6,2,2, ,1,1,6,10,1,80,2,28,1,1,2,97,7,99,1,1,2,4/13/2018
2115,ZALORA,9,7,8,8,8,8,1,7,8,9,7,9,8,6,8,7,7,8,7,8,8,7,7,6,9,8,8,3,1, ,1,1,9,6,2,45,3,27,3,1,2,4,7,99,1,1,3,04/10/2018
2119,EBAY,2,2,5,3,4,2,0,3,7,6,5,4,8,4,5,3,4,8,7,8,6,5,3,8,2,4,4,1,1, ,1,1,6,7,1,30,1,47,1,1,98,98,4,3,2,2,3,04/10/2018
2124,ZALORA,6,8,6,8,8,6,0,8,9,8,8,9,8,7,7,9,6,7,9,10,8,6,7,8,8,7,7,1,2, ,1,2,9, ,1,200,3,32,2,1,3,5,7,99,1,1,3,04/06/2018
2125,EBAY,9,7,8,9,10,9,1,9,8,7,9,9,10,7,9,9,9,7,8,7,10,9,9,8,9,10,9,1,1, ,1,2,8, ,1,500,2,34,2,1,4,6,8,1,2,2,3,04/06/2018
2126,ZALORA,7,7,7,7,7,7,0,8,8,6,7,8,6,8,7,9,97,7,7,8,7,6,7,8,8,8,6,2,5, ,1,1,7,6,3,200,3,30,3,1,3,5,7,99,1,1,3,04/06/2018
2130,AMAZON,8,7,7,7,7,8,1,8,9,7,9,8,10,9,9,8,8,8,7,9,8,8,7,6,8,7,8,3,1, ,1,2,9, ,4,200,2,44,1,1,3,5,7,3,2,2,3,04/06/2018
2133,ALIEXPRESS,7,8,7,7,7,7,0,7,6,8,8,7,8,6,6,7,6,7,8,9,7,7,97,8,6,6,97,2,6,Bank Transfer,2,2, , ,1,70,3,47,1,1,4,6,7,4,2,2,4,04/06/2018
2138,TAOBAO/TMALL,7,7,7,7,7,7,0,7,9,9,8,9,7,8,7,6,7,7,7,8,7,7,8,10,10,8,7,1,1, ,2,1, ,9,1,150,3,43,1,1,3,5,8,2,2,2,4,04/07/2018
2141,ALIEXPRESS,8,8,7,7,9,8,1,7,8,7,8,6,6,6,8,7,97,9,8,6,8,7,97,7,8,7,97,2,1, ,1,1,8,6,6,100,3,58,1,1,6,6,8,1,2,1,4,04/07/2018
2143,ZALORA,7,8,7,8,9,7,0,8,6,7,8,6,8,9,9,10,7,8,9,10,8,9,97,9,7,9,97,1,2, ,1,1,9,9,1,630,3,32,3,1,5,7,8,4,2,1,4,04/07/2018
2147,AMAZON,10,8,8,8,7,7,1,8,10,9,8,10,6,9,6,7,8,7,7,8,7,8,8,7,6,7,8,2,6,Debit Card,1,1,6,8,1,200,1,19,1,5, ,97,4,99,1,2,4,04/07/2018
2155,FAVE,6,6,8,7,6,5,0,7,7,7,6,8,6,8,8,7,7,8,7,9,8,6,97,7,9,7,7,2,1, ,1,2,9, ,1,100,1,40,1,1,4,6,7,3,2,2,4,3/26/2018
2159,AMAZON,3,2,2,4,5,5,0,4,4,3,6,6,7,5,6,5,5,4,4,6,7,6,6,7,7,6,5,1,1, ,1,1,5,5,1,110,2,29,1,1,2,4,6,99,1,1,3,3/27/2018
2160,EBAY,9,7,6,7,7,8,1,7,9,7,7,8,7,6,6,8,7,8,10,9,9,6,8,8,7,7,6,2,1, ,1,1,8,6,3,50,3,24,1,5, ,4,7,99,1,1,3,3/27/2018
2168,QOO10,9,7,8,8,7,8,1,9,8,6,7,7,6,6,8,9,10,7,9,7,9,8,97,9,8,7,9,1,1, ,1,1,9,9,1,85,3,28,1,1,3,6,8,99,1,2,3,3/27/2018
2172,ZALORA,7,7,7,8,9,8,1,8,8,7,8,6,8,10,9,9,8,9,8,9,9,7,9,9,8,9,9,2,5, ,1,2,7, ,3,150,1,33,1,1,98,98,8,2,2,1,2,4/21/2018
2175,QOO10,8,6,7,8,6,6,0,7,8,9,7,7,8,8,9,7,7,8,8,9,7,6,6,7,10,8,7,2,1, ,2,1, ,6,1,210,3,47,2,1,5,7,8,4,2,2,2,4/21/2018
2179,TAOBAO/TMALL,7,7,7,8,7,7,0,8,8,9,9,7,9,10,8,8,7,8,8,8,9,8,7,8,8,8,6,2,3, ,1,2,7, ,8,90,3,31,1,1,3,5,6,4,2,2,2,04/09/2018
2181,FAVE,8,7,9,8,9,8,0,9,9,7,8,7,6,7,7,9,8,7,7,8,8,97,7,8,9,8,8,2,1, ,1,2,9, ,1,270,1,28,2,1,2,6,8,99,1,2,2,04/09/2018
2182,EBAY,9,9,8,9,7,8,1,9,9,10,9,8,10,10,9,9,7,7,8,8,7,7,7,8,7,9,7,1,1, ,2,1, ,8,1,35,2,28,1,1,3,5,6,99,1,1,2,04/09/2018
2190,REDMART,7,6,6,7,8,7,0,7,8,6,8,9,8,6,6,10,8,7,8,9,8,8,6,9,7,7,7,3,2, ,1,2,8, ,5,150,2,32,1,1,98,98,7,99,1,1,2,04/10/2018
2191,FAVE,7,8,7,8,8,8,0,9,9,9,7,9,9,9,8,8,7,8,8,6,8,7,7,7,6,8,7,1,2, ,1,1,8,6,1,130,3,34,3,1,4,4,7,99,1,2,2,04/10/2018
2192,CAROUSELL,9,9,7,8,8,8,0,8,10,8,9,10,8,10,7,10,6,10,8,9,9,6,97,8,6,6,97,1,5, ,1,1,6,9,3,20,1,25,1,1,2,4,5,99,1,1,2,04/10/2018
2197,AMAZON,7,7,8,7,7,8,0,6,9,10,10,9,8,8,7,9,6,6,8,8,7,7,8,7,6,9,97,2,1, ,1,1,7,7,7,50,3,34,1,1,2,7,4,1,2,1,3,04/11/2018
2202,LAZADA,7,8,8,7,7,8,1,6,9,9,7,8,7,9,9,8,7,7,8,7,8,6,7,8,7,6,6,2,5, ,1,1,6,10,2,65,3,19,1,5, ,4,4,99,1,2,3,04/11/2018
2203,FAVE,8,9,8,9,9,8,1,8,9,8,10,8,8,10,10,9,9,9,8,9,8,8,8,9,8,9,8,2,2, ,1,2,7, ,1,50,1,26,1,1,2,5,8,99,1,2,3,04/11/2018
2205,TAOBAO/TMALL,7,6,8,6,7,8,0,7,8,7,6,8,7,6,6,6,8,6,6,8,7,8,8,8,7,7,7,1,6,Alipay,1,1,7,6,1,150,2,47,1,1,4,5,7,4,2,1,2,04/12/2018
2208,QOO10,8,7,7,8,8,8,1,9,8,6,7,7,7,7,8,6,9,7,7,8,9,9,97,9,8,8,7,3,6,Fund Transfer,1,1,6,7,1,350,2,28,1,1,2,3,7,99,1,1,2,04/12/2018
2221,EBAY,8,8,8,10,7,10,1,9,8,10,8,7,8,10,7,7,10,10,7,9,8,10,9,9,8,7,10,1,2, ,1,1,10,8,3,100,2,31,1,1,3,3,7,2,2,1,2,4/20/2018
2225,ZALORA,7,8,8,9,9,7,1,9,9,9,8,10,8,10,9,9,9,9,9,9,8,97,8,8,8,9,10,1,1, ,1,1,9,7,1,100,3,29,1,1,3,7,7,99,1,1,2,4/20/2018
2233,ASOS,7,7,9,7,8,8,0,8,10,9,9,8,7,7,8,7,8,7,8,9,9,8,8,9,7,8,7,1,1, ,1,2,10, ,1,300,3,32,1,1,3,7,8,3,2,1,4,3/28/2018
2239,REEBONZ,9,9,9,9,9,10,1,10,9,7,8,10,10,9,8,7,9,7,9,10,7,10,9,8,7,9,10,3,6,Fund Transfer,1,2,8, ,1,900,3,41,2,1,5,7,8,4,2,2,4,3/31/2018
2246,QOO10,8,7,6,8,8,8,0,8,8,9,7,9,7,9,9,9,8,8,8,9,7,8,7,7,7,8,8,1,1, ,1,1,7,6,1,80,3,22,3,1,2,4,5,99,1,1,2,2/19/2018
2250,SHOPBOP,8,9,8,8,9,9,0,8,8,7,10,8,7,9,9,8,97,7,8,6,6,7,97,7,6,9,7,1,6,Debit Card,1,2,7, ,3,15,1,26,2,1,2,7,8,99,1,2,2,2/19/2018
2253,TAOBAO/TMALL,7,7,9,7,7,8,0,7,6,6,6,7,7,8,7,8,8,7,8,9,8,7,9,9,10,8,7,1,1, ,1,2,6, ,3,70,2,41,1,1,3,5,8,3,2,1,2,2/19/2018
2255,TAOBAO/TMALL,3,4,3,4,4,3,0,4,8,7,7,6,5,4,4,3,5,7,8,7,8,4,5,3,3,3,5,1,3, ,1,1,6,8,1,40,1,34,1,1,2,2,4,3,2,1,2,2/20/2018
2256,QOO10,8,7,6,6,7,6,0,7,8,8,6,8,6,8,6,6,6,8,7,8,8,8,8,7,8,7,7,2,4, ,1,2,8, ,1,200,2,33,1,2,2,5,7,4,3,2,2,2/20/2018
2258,QOO10,10,10,9,9,9,8,1,9,9,8,9,10,9,10,10,9,8,7,7,10,7,9,7,7,10,9,8,2,1, ,1,1,10,9,4,75,3,25,3,1,2,5,7,99,1,1,2,2/20/2018
2259,CAROUSELL,9,7,10,9,10,8,1,9,9,10,8,10,8,9,9,8,8,9,10,9,8,10,9,10,9,9,8,3,5, ,2,1, ,9,1,150,3,24,1,5, ,97,7,99,1,2,2,2/20/2018
2261,ZALORA,3,4,3,4,3,3,0,4,6,6,5,6,6,6,6,7,3,7,8,7,6,3,2,3,6,9,5,2,2, ,1,2,6, ,1,60,3,31,1,1,2,4,7,99,1,2,2,2/20/2018
2269,QOO10,5,4,3,3,2,2,0,4,6,6,7,6,7,6,3,3,4,5,5,5,4,6,7,6,6,5,97,1,1, ,1,1,6,5,1,90,2,25,1,1,2,3,5,99,1,1,2,2/21/2018
2279,TAOBAO/TMALL,8,8,7,7,7,7,0,7,7,7,8,7,7,7,6,7,7,8,7,8,7,7,7,9,9,6,7,2,6,Alipay,1,1,7,8,2,100,2,36,1,3, ,3,7,5,2,2,2,2/22/2018
2280,CAROUSELL,7,8,7,8,9,8,1,9,8,9,7,9,9,10,7,7,8,7,9,10,8,10,8,8,7,10,9,1,2, ,1,1,8,6,2,80,3,26,1,1,2,5,7,99,1,2,2,2/22/2018
2282,EBAY,8,8,9,8,9,9,1,9,9,8,7,7,8,8,7,9,97,7,8,7,8,9,6,9,9,6,8,1,2, ,1,1,9,7,4,20,2,42,4,1,4,5,4,3,2,1,2,2/23/2018
2283,FAVE,6,9,8,8,7,8,1,9,8,6,6,7,6,6,8,7,8,7,7,8,8,97,97,8,8,7,7,2,2, ,1,2,8, ,1,90,2,46,1,1,2,4,6,5,2,2,2,2/23/2018
2284,EBAY,8,9,8,8,8,8,0,9,8,6,8,7,8,8,9,7,9,8,7,8,9,9,97,10,9,6,8,3,1, ,1,1,8,7,2,150,2,33,1,1,98,98,7,99,1,1,2,2/23/2018
2289,TAOBAO/TMALL,6,8,9,8,9,8,1,7,8,8,7,6,8,7,8,6,8,7,8,8,8,8,7,7,7,97,7,1,1, ,1,2,8, ,4,100,1,44,1,3, ,5,7,4,2,2,3,4/18/2018
2294,ZALORA,9,7,7,7,8,7,0,7,7,7,7,8,7,7,8,7,97,9,9,8,8,9,7,9,9,8,8,1,5, ,1,2,8, ,3,80,3,37,2,1,5,7,8,3,2,1,3,4/19/2018
2295,ZALORA,8,8,9,8,7,8,0,8,9,10,7,7,9,10,8,10,97,8,9,7,8,6,8,8,8,6,97,2,1, ,1,2,6, ,4,100,2,35,1,1,4,7,9,2,2,2,3,03/06/2018
2301,ZALORA,7,8,9,7,7,8,1,8,8,9,7,9,6,9,7,8,7,6,7,6,7,7,7,7,9,6,97,2,2, ,2,2, , ,6,50,3,36,2,3, ,3,7,3,2,2,3,03/07/2018
2302,CAROUSELL,8,6,9,8,9,8,0,9,7,8,7,6,8,10,9,10,9,7,8,7,9,6,97,8,10,8,97,2,5, ,1,1,6,7,3,40,1,49,1,1,8,8,9,3,2,1,3,03/07/2018
2303,ZALORA,9,9,9,8,6,6,0,7,7,9,8,7,8,7,8,6,7,8,7,8,8,7,6,8,9,6,97,1,1, ,1,1,9,8,1,250,3,34,3,1,5,7,8,2,2,2,3,03/07/2018
2305,FAVE,7,8,7,8,8,8,1,8,8,9,8,7,7,9,7,8,8,7,9,8,8,7,97,9,9,7,6,2,1, ,1,2,7, ,2,60,2,25,3,1,2,97,7,99,1,2,2,03/08/2018
2308,EBAY,8,6,9,8,7,7,0,8,7,8,7,6,10,10,8,9,97,8,7,8,6,7,9,7,7,7,97,1,1, ,2,2, , ,3,150,2,47,1,1,4,5,7,4,2,1,2,03/08/2018
2322,ZALORA,7,10,8,8,7,8,1,7,8,7,9,8,6,8,7,7,7,8,9,8,7,97,7,9,8,8,8,1,1, ,1,2,6, ,1,45,3,31,1,1,2,2,6,3,2,1,1,3/21/2018
2332,TAOBAO/TMALL,7,8,7,7,8,8,1,7,8,7,7,7,8,8,7,7,7,8,9,8,9,9,8,9,9,8,8,1,1, ,1,2,7, ,2,100,1,33,1,1,2,5,6,2,2,2,2,3/24/2018
2336,EBAY,8,8,9,8,8,8,0,8,8,9,7,8,8,8,7,6,8,6,6,7,7,9,7,7,10,8,7,2,1, ,1,1,8,7,1,400,1,34,1,1,4,4,7,99,1,2,2,3/24/2018
2338,AMAZON,8,9,9,9,9,10,1,9,9,8,9,9,7,8,8,10,9,7,9,10,9,7,97,8,9,9,10,2,1, ,2,2, , ,3,150,3,29,1,1,2,5,8,99,1,1,2,3/24/2018
2342,FAVE,7,9,7,8,8,7,1,9,9,9,8,10,8,9,7,9,9,10,9,10,8,6,8,7,7,6,8,1,1, ,1,2,6, ,1,250,3,33,3,1,4,5,8,3,2,1,3,3/26/2018
2343,TAOBAO/TMALL,8,7,8,8,7,7,1,8,8,7,8,9,9,7,8,7,7,7,9,8,7,7,7,7,7,9,8,2,6,Alipay,1,1,9,7,3,100,3,36,1,1,2,4,4,5,2,2,3,3/26/2018
2346,REEBONZ,8,8,8,8,9,8,1,8,6,8,8,7,7,9,9,8,97,9,6,9,9,8,7,10,8,8,9,2,6,Bank Transfer,1,1,8,6,1,500,1,33,1,1,2,4,7,3,2,2,3,3/26/2018
2348,QOO10,9,8,7,8,8,8,0,9,7,9,8,8,7,9,8,7,9,7,7,8,7,9,6,8,7,9,8,1,1, ,1,1,7,10,2,100,3,46,3,1,7,7,7,2,2,1,3,3/26/2018
2351,EBAY,9,7,8,9,8,7,1,9,9,10,8,7,10,9,7,10,8,9,9,9,10,7,7,8,10,10,97,2,2, ,1,1,10,7,3,60,2,36,1,1,4,5,8,99,1,1,2,3/20/2018
2352,QOO10,4,4,2,4,3,2,0,4,6,7,6,6,6,5,5,5,97,5,4,6,7,7,6,7,7,4,4,1,1, ,1,1,5,5,1,80,2,32,1,1,1,4,6,99,1,1,2,3/20/2018
2353,ASOS,7,8,9,7,8,7,0,8,8,6,6,8,7,9,9,8,97,7,6,6,8,8,8,7,8,7,97,1,1, ,1,2,6, ,3,200,1,18,1,5, ,2,4,99,1,2,2,3/20/2018
2354,ZALORA,7,8,7,7,7,7,0,7,8,9,7,9,8,10,9,7,7,8,7,8,9,6,8,7,8,6,7,2,1, ,1,2,10, ,6,50,3,45,1,1,4,5,7,4,2,1,2,3/20/2018
2355,AMAZON,6,8,6,7,7,8,0,7,8,7,9,7,7,6,6,8,7,10,7,10,9,8,6,7,8,9,7,1,1, ,1,2,9, ,1,50,3,34,1,1,2,5,6,1,2,2,2,3/20/2018
2357,ZALORA,8,8,7,8,8,8,0,8,8,6,7,7,8,7,7,10,7,7,7,7,8,7,8,7,8,8,8,3,2, ,1,1,8,6,1,100,3,31,1,1,3,5,8,99,1,1,2,3/20/2018
2360,EBAY,8,8,7,9,9,8,1,9,8,10,8,7,7,10,8,9,9,7,10,10,7,9,9,8,8,10,9,1,2, ,1,1,8,7,3,30,1,26,1,1,2,5,8,99,1,2,2,3/20/2018
2362,CAROUSELL,9,7,7,7,7,8,0,8,9,8,7,9,8,6,6,8,8,9,9,10,10,8,7,8,6,7,7,1,2, ,1,1,6,8,1,20,3,18,2,5, ,5,4,99,1,2,3,4/13/2018
2363,ZALORA,6,7,6,8,9,8,1,8,9,10,8,10,8,10,7,10,8,8,8,7,9,7,9,8,10,7,8,2,5, ,1,2,7, ,1,30,1,33,2,1,98,98,8,99,1,2,3,4/13/2018
2364,FAVE,7,9,8,8,7,7,0,8,8,7,8,8,8,9,7,7,9,7,7,9,6,6,97,9,9,9,8,1,2, ,2,2, , ,2,90,3,37,5,1,4,4,8,99,1,1,3,4/13/2018
2367,FAVE,8,9,9,9,9,7,1,9,8,9,8,10,9,10,10,9,9,8,8,9,9,9,97,10,10,9,9,1,2, ,1,2,9, ,3,40,3,19,1,5, ,4,4,99,1,2,3,4/13/2018
2375,TAOBAO/TMALL,6,8,8,8,9,8,1,9,8,9,9,9,6,8,8,7,9,6,7,7,6,9,9,7,8,10,9,1,1, ,1,1,7,8,1,50,2,27,1,1,2,5,8,99,1,2,3,4/14/2018
2378,AMAZON,6,8,7,7,7,7,0,7,7,8,7,9,10,7,9,9,8,7,9,8,7,6,6,7,9,8,97,1,1, ,1,2,9, ,4,30,1,55,1,1,4,5,7,3,2,1,3,4/14/2018
2379,CAROUSELL,10,9,9,10,9,8,1,9,10,10,9,10,9,10,9,10,9,10,9,8,8,9,97,10,9,9,97,2,2, ,2,1, ,7,3,200,2,47,3,1,5,6,8,4,2,1,3,4/14/2018
2383,TAOBAO/TMALL,4,5,2,5,4,5,0,5,8,8,6,8,7,7,5,5,7,6,7,6,4,3,2,3,3,4,4,2,6,Alipay,1,2,6, ,1,150,1,46,1,3, ,3,5,3,2,2,3,4/14/2018
